,mol,flag
879,CN(C1=NC=CC=C1CNC2=NC(=NC=C2C(F)(F)F)NC3=CC=C(NC(=O)C4=C[N](CCOCCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)C=C3)[S](C)(=O)=O,1
620,COC1=CC(=CC(=C1CN(C)CC(=O)NCCOCCOCCOCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCC3=CC=C(C=C3)C4=C(C)N=CS4)C(C)(C)C)OC)C5=CN(C)C(=O)C6=CN=CC=C56,0
723,CC1=C(C=CC=C1COC2=CC(=C(CN3CCCCC3C(=O)NCCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C=C2Cl)OCC7=CC=CC(=C7)C#N)C8=CC=C9OCCOC9=C8,1
77,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C([N]1CC[C@@H](O)C[C@@H](O)CC(O)=O)C3=CC=C(F)C=C3)C4=CC=CC(=C4)OCCCCC5=C[N](CCOCCOCCOCCOCCNC6=CC=C7C(=O)N(C8CCC(=O)NC8=O)C(=O)C7=C6)N=N5,0
84,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C([N]1CC[C@@H](O)C[C@@H](O)CC(O)=O)C3=CC=C(F)C=C3)C4=CC=CC(=C4)OCCCC5=C[N](CCCCCCOCC#CC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)N=N5,1
572,ONC(=O)CCCCCCC(=O)N\N=C\C1=CC=C(OCCOCCOCC[N]2C=C(CNC3=CC=CC4=C3C(=O)N(C5CCC(=O)NC5=O)C4=O)N=N2)C=C1,1
82,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C([N]1CC[C@@H](O)C[C@@H](O)CC(O)=O)C3=CC=C(F)C=C3)C4=CC=CC(=C4)OCCCC5=C[N](CCCCOCC#CC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)N=N5,0
457,CC(C)OC1=CC(=C(C)C=C1NC2=NC=C(Cl)C(=N2)NC3=CC=CC=C3[S](=O)(=O)C(C)C)C4CCN(CC4)CC(=O)NCCOCCOCCOCCOCCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O,1
914,FC1=C(C=CC=C1Cl)[C@H]2[C@@H](NC3(CCCCC3)[C@@]24C(=O)NC5=CC(=CC=C45)Cl)C(=O)NC6=CC=C(C=C6)C(=O)NCCCCCCNC7=CC=CC8=C7C(=O)N(C9CCC(=O)NC9=O)C8=O,1
436,CN(CCCNC1=NC(=NC=C1Br)NC2=CC=C(OCCCCOCCOCCOCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)C=C2)C(=O)C6CCC6,1
1042,COC1=CC(=CC=C1NC2=NC=C(Cl)C(=N2)NC3=CC=CC=C3[P](C)(C)=O)N4CCC(CC4)NC(=O)CCCCCCCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC6=CC=C(C=C6)C7=C(C)N=CS7)C(C)(C)C,1
952,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NCC[N]4C=C(COCCOCCOCCOC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)N=C2C8=CC=C(Cl)C=C8)C,1
404,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCOCCCCOCCCCOCCCCOCCCCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,1
1078,C[N]1C=C(NC2=NC=C(Cl)C(=N2)NCC3=CC(=CC(=C3F)OCCCCCCCCCC(=O)N[C@@H](C(=O)N4C[C@@H](O)C[C@@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)F)C=N1,0
1125,O=C1CCC(N2C(=O)C3=C(C2=O)C(=CC=C3)NCCOCCOCCC(=O)N4CCN(CC4)C5=CC=C(C=C5)C6=CC=C7CN(C(C(=O)NC8=NC=CS8)C9=CC=CC=C9)C(=O)C7=C6)C(=O)N1,0
993,O\N=C(/NC1=CC=C(F)C(=C1)Br)C2=NON=C2NCCNCCOCCOCCOCCOCCOCCOCCOCC(=O)NC3=CC=CC4=C3C(=O)N(C5CCC(=O)NC5=O)C4=O,1
104,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOC4=CC=C(C=C4)C5=CC6=C(NC7=CC=C(OCC8=CC=CC(=C8)F)C(=C7)Cl)N=CN=C6C=C5)C(C)(C)C)C=C2,1
570,ONC(=O)CCCCCCC(=O)N\N=C\C1=CC=C(OCC[N]2C=C(CNC3=CC=CC4=C3C(=O)N(C5CCC(=O)NC5=O)C4=O)N=N2)C=C1,1
967,CC1=NN=C2COCC3=C(SC(=C3CC4=CC=CC=C4)C#CC5=C[N](CCCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=C5)[N]12,1
62,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C([N]1CC[C@@H](O)C[C@@H](O)CC(O)=O)C3=CC=C(F)C=C3)C4=CC=CC(=C4)OCCCCCC5=C[N](CCOCCOCCOCCOCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5,1
281,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H](C[C@H]2C(=O)N[C@@H]3CCCC4=CC=CC=C34)NC(=O)COCCOCCOCCOCCN5CCN(CCCOC6=CC=C(C=C6OC)C7=CN=C8C=CC=C(C9=CC(=C(CN%10CC[S](=O)(=O)CC%10)C(=C9)F)F)C8=N7)CC5,1
701,NC1=C2C(=NC=N1)[N](CCCNC3=CC=C(OCCOCCOCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C=C3)N=C2C7=CC=C(Cl)C=C7,0
238,CC1=CC(=C(Br)C(=O)N1C2=CC(=CC=C2C)C(=O)NCCCCC3=C[N](CCOCCOCCOCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)N=N3)OCC7=CC=C(F)C=C7F,1
223,CC1=CC(=C(Br)C(=O)N1C2=CC(=CC=C2C)C(=O)NCCCCC3=C[N](CCCC(=O)NCCCCCC4=CC=CC5=C4CN(C6CCC(=O)NC6=O)C5=O)N=N3)OCC7=CC=C(F)C=C7F,1
145,CC1=NC(=CC(=N1)N2CCN(CCOC3=CC=C(C=C3)N=NC4=CC=C(C=C4)C(=O)NC5=CC=CC6=C5CN(C7CCC(=O)NC7=O)C6=O)CC2)NC8=NC=C(S8)C(=O)NC9=C(C)C=CC=C9Cl,1
1152,FC1=CC=C(F)C(=C1)CNC2=NC(=NC=C2Cl)NC3=C[N](CCCCCCCCCC(=O)NC4=CC=CC5=C4CN(C6CCC(=O)NC6=O)C5=O)N=C3,0
373,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,0
118,CC(=O)C1=C(C)C2=C(N=C(NC3=CC=C(C=N3)N4CCN(CC4)CC5=C[N](CCOCCOCCOCCOCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5)N=C2)N(C9CCCC9)C1=O,1
857,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)CCN2CCN(CC2)C3=CC=C(C=N3)C#CC4=CC=C(C=C4)N5C(=S)N(C(=O)C5(C)C)C6=CC=C(C#N)C(=C6)C(F)(F)F)C(C)(C)C)C7=CC=C(C=C7)C8=C(C)N=CS8,1
250,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCNC(=O)C4=CC(=CC=C4)C5=NC=NC(=C5)NC6=CC=C(OC(F)(F)F)C=C6)C(C)(C)C)C=C2,1
1190,BrC1=CC=C(SC2=CC=C3C(=O)N(CCNC(=O)CCCCC(=O)NCCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(=O)C7=CC=CC2=C37)C=C1,0
9,CC1=C(SC=N1)C2=CC=C(CNC(=O)C3C[C@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCN[P](O)(=O)O[P](O)(=O)OC[C@@H]4O[C@@H]([C@@H](O)[C@H]4O)[N]5C=NC6=C5N=C(N)NC6=O)C(C)(C)C)C=C2,0
449,CCOC1=CC(=CC=C1C2=NC(C(N2C(=O)N3CCN(CC3)C(=O)CNC(=O)CCCCC#CC4=CC=CC5=C4CN(C6CCC(=O)NC6=O)C5=O)C7=CC=C(Cl)C=C7)C8=CC=C(Cl)C=C8)C(C)(C)C,0
934,CC(C)(O)C1=NC(=CC=C1)N2N(CC=C)C(=O)C3=CN=C(NC4=CC=C(C=C4)N5CCN(CCCCCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)CC5)N=C23,1
389,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCCOCC(=O)NCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,0
716,CC1=C(C=CC=C1COC2=CC=C(CN3CCCCC3C(=O)N4CCN(CC4)C(=O)CCCC(=O)NC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)C=C2Br)C8=CC=CC=C8,0
963,CC1=NN=C2COCC3=C(SC(=C3CC4=CC=CC=C4)C#CC5=C[N](N=C5)C6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)[N]12,0
557,CC(C)(C)C1=CC(=NO1)NC(=O)NC2=CC=C(C=C2)C3=C[N]4C(=N3)SC5=CC(=CC=C45)OCCN6CCN(CC6)C(=O)CCC(=O)NCCCCCCCCNC(=O)COC7=CC=CC8=C7C(=O)N(C9CCC(=O)NC9=O)C8=O,0
460,CC(C)OC1=CC(=C(C)C=C1NC2=NC=C(Cl)C(=N2)NC3=CC=CC=C3[S](=O)(=O)C(C)C)C4CCN(CC4)C(=O)CCCCCC(=O)N[C@@H](C(=O)N5C[C@H](O)C[C@@H]5C(=O)NCC6=CC=C(C=C6)C7=C(C)N=CS7)C(C)(C)C,1
1138,CN(C)C1CCN(CC1)C2=CC=C(NC3=CC4=C(C=N3)N=C(NC5=CC=C(F)C=C5)N=C4N6CCN(CC6)CC(=O)NCCC(=O)NC7=CC=CC8=C7CN(C9CCC(=O)NC9=O)C8=O)N=C2,1
144,CC1=NC(=CC(=N1)N2CCN(CCCCCCOCCCCCOCCCCCC(=O)NC3=CC=CC4=C3C(=O)N(C5CCC(=O)NC5=O)C4=O)CC2)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,1
501,CC1(C)CCC(=C(CN2CCN(CC2)C3=CC=C(C=C3)C(=O)N[S](=O)(=O)C4=CC=C(N[C@@H](CCN5CCN(CC5)C(=O)CCCCCCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)CSC9=CC=CC=C9)C(=C4)[S](=O)(=O)C(F)(F)F)C1)C%10=CC=C(Cl)C=C%10,0
1141,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COC4=CC=C(OCCNC(=O)CCC5=CC=C(C(=N5)C)C6=CN=C(NCC7=C8CCOC8=CC=C7F)[N]9C=NN=C69)C=C4)C(C)(C)C)C=C2,1
539,CN[C@H](C)C(=O)N[C@@H]1CCO[C@@H]2CC(C)(C)[C@@H](N2C1=O)C(=O)N[C@@H]3CCCC4=CC(=CC=C34)OCCOCCOCC(=O)N5CCN(CC[C@H](CSC6=CC=CC=C6)NC7=CC=C(C=C7[S](=O)(=O)C(F)(F)F)[S](=O)(=O)NC(=O)C8=CC=C(C=C8)N9CCN(CC9)CC%10=C(CCC(C)(C)C%10)C%11=CC=C(Cl)C=C%11)CC5,1
177,CC1=CC=C(NC(=O)C2=CC=C(CN3CCN(CCCCCCOCCCCCOCCCCCC(=O)NC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)CC3)C=C2)C=C1NC7=NC=CC(=N7)C8=CC=CN=C8,0
1192,BrC1=CC=C(SC2=CC=C3C(=O)N(CCNC(=O)CCCCC(=O)NCCCCCCNC(=O)CCCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(=O)C7=CC=CC2=C37)C=C1,0
1074,C[N]1C=C(NC2=NC=C(Cl)C(=N2)NCC3=CC(=CC(=C3F)OCCOCCOCCOCCOCCOCCOCC(=O)NC4=CC=CC5=C4CN(C6CCC(=O)NC6=O)C5=O)F)C=N1,0
618,COC1=CC(=CC(=C1CN2CC(C2)NC(=O)CCCCOC3=CC(=CC=C3CNC(=O)[C@@H]4C[C@@H](O)CN4C(=O)[C@@H](NC(=O)C5(F)CC5)C(C)(C)C)C6=C(C)N=CS6)OC)C7=CN(C)C(=O)C8=CN=CC=C78,1
1230,CC[N]1N=C(C=C1NC2=NC(=NC3=C2C4=C([NH]3)C=C(C(=C4)OC)C5=C(C)ON=C5C)C(=O)NCCCCC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)C9CC9,1
7,CC1=C(SC=N1)C2=CC=C(CNC(=O)C3C[C@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCN[P](O)(=O)O[P](O)(=O)OC[C@@H]4O[C@@H]([C@@H](O)[C@H]4O)[N]5C=[N+](CC6=CC=C(F)C=C6)C7=C5N=C(N)NC7=O)C(C)(C)C)C=C2,0
590,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@H](NC(=O)CCCCNC(=O)CC(=O)NC2=C(Cl)C(=CC=C2)SC3=NC=C(N=C3N)N4CCC(C)(N)CC4)C(C)(C)C)C5=CC=C(C=C5)C6=C(C)N=CS6,0
901,CN(C1=NC=CC=C1CNC2=NC(=NC=C2C(F)(F)F)NC3=CC=C(C=C3)C(=O)NCC4=C[N](CCOCCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)[S](C)(=O)=O,1
357,O=C1CCC(N2C(=O)C3=C(C2=O)C(=CC=C3)NCCOCCOCCOC4=CC=C(NC5=NC=CC(=N5)NC6=CC7=C(C=CC=C7)C=N6)C=C4)C(=O)N1,0
329,COC(=O)C[C@@H]1[C@]2(C)C3[C@@H](OC(=O)[C@]3(C)C=CC2=O)[C@H]4O[C@@H]5C[C@H](C(=C5[C@@]14C)C)C6=C(OC=C6)C7=CC=C(C=C7)C(=O)NCCCNC(=O)C[C@@H]8N=C(C9=CC=C(Cl)C=C9)C%10=C(SC(=C%10C)C)[N]%11C(=NN=C8%11)C,1
1212,COC1=C(O)C=C(O)C2=C1OC(=CC2=O)C3=CC=C(OCC4=C[N](CCCCCCCC(=O)NC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)C=C3,1
887,CN(C1=NC=CC=C1CNC2=NC(=NC=C2C(F)(F)F)NC3=CC=C(NC(=O)C4=C[N](CCCCCCCC#CC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)C=C3)[S](C)(=O)=O,1
258,COC1=CC(=CC=C1OCC2=CC=C(C=C2C(F)(F)F)C(F)(F)F)\C=C(/C#N)C(=O)NCCOCCOCCNC3=CC=CC4=C3C(=O)N(C5CCC(=O)NC5=O)C4=O,0
1052,NC(=O)CC[C@H](NC(=O)[C@@H]1CC[C@@H]2CCN(C[C@H](NC(=O)C3=CC4=CC(=CC=C4[NH]3)C(F)(F)[P](O)(O)=O)C(=O)N12)C(=O)CC(=O)N5CCC(CC5)C#CC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)C(=O)NC(C9=CC=CC=C9)C%10=CC=CC=C%10,1
953,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NCC[N]4C=C(COCCOCCOCCOCCOC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)N=C2C8=CC=C(Cl)C=C8)C,1
825,CC(C)[C@@H](C(=O)N1C[C@@H](O)C[C@@H]1C(=O)N[C@@H](CC(=O)N2CCC(CC2)C#CC3=CC=C(C=C3)C(=O)NC4C(C)(C)C(OC5=CC=C(C#N)C(=C5)Cl)C4(C)C)C6=CC=C(F)C=C6)C7=CC(=NO7)C,1
846,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCNC(=O)C4=CC=C(C=C4F)N5C(=S)N(C(=O)C5(C)C)C6=CC=C(C#N)C(=C6)C(F)(F)F)C(C)(C)C)C=C2,1
886,CN(C1=NC=CC=C1CNC2=NC(=NC=C2C(F)(F)F)NC3=CC=C(NC(=O)C4=C[N](CCCCCOCC#CC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)C=C3)[S](C)(=O)=O,1
525,CN(CCCCCCCCNC1=CC=CC2=C1C(=O)N(C3CCC(=O)NC3=O)C2=O)CC[C@@H](CSC4=CC=CC=C4)NC5=CC=C(C=C5[S](=O)(=O)C(F)(F)F)[S](=O)(=O)NC(=O)C6=CC=C(C=C6)N7CCN(CC7)CC8=C(CCC(C)(C)C8)C9=CC=C(Cl)C=C9,0
869,CC1=C(SC=N1)C2=CC=C(C=C2)[C@H](CC(=O)N3CCC(CC3)N4CCC(CC4)C#CC5=CC=C(C=C5)C(=O)NC6C(C)(C)C(OC7=CC=C(C#N)C(=C7)Cl)C6(C)C)NC(=O)[C@@H]8C[C@@H](O)CN8C(=O)[C@@H](NC(=O)C9(F)CC9)C(C)(C)C,1
1142,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H](C[C@H]2C(=O)N[C@@H]3CCCC4=CC=CC=C34)NC(=O)CCCCCCCCC[N]5C=C(NC6=NC=C(Cl)C(=N6)NCC7=CC(=CC=C7F)F)C=N5,1
888,CN(C1=NC=CC=C1CNC2=NC(=NC=C2C(F)(F)F)NC3=CC=C(NC(=O)C4=C[N](CCOCCOCCCC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)C=C3)[S](C)(=O)=O,1
1174,COC1=CC(=CC=C1OC(=O)NCCCCCCCCNC(=O)COC2=CC=CC3=C2C(=O)N(C4CCC(=O)NC4=O)C3=O)C5=CN(C)C(=O)C6=C5SC(=C6)C(=N)NC7CC[S](=O)(=O)CC7,1
440,CCOC1=CC(=CC=C1C2=NC(C(N2C(=O)N3CCN(CC3)C4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C7=CC=C(Cl)C=C7)C8=CC=C(Cl)C=C8)C(C)(C)C,0
531,CN[C@@H](C)C(=O)N[C@H](C1CCCCC1)C(=O)N2CCC[C@H]2C3=NC(=CS3)C(=O)C4=CC(=CC=C4)OCCOCCOCCOCCOCC(=O)N5CCN(CC[C@H](CSC6=CC=CC=C6)NC7=CC=C(C=C7[S](=O)(=O)C(F)(F)F)[S](=O)(=O)NC(=O)C8=CC=C(C=C8)N9CCN(CC9)CC%10=C(CCC(C)(C)C%10)C%11=CC=C(Cl)C=C%11)CC5,1
226,CC1=CC(=C(Br)C(=O)N1C2=CC(=CC=C2C)C(=O)NCCCC3=C[N](CCCC(=O)NCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)N=N3)OCC7=CC=C(F)C=C7F,1
228,CC1=CC(=C(Br)C(=O)N1C2=CC(=CC=C2C)C(=O)NCCCCC3=C[N](CCCC(=O)NCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)N=N3)OCC7=CC=C(F)C=C7F,1
1073,C[N]1C=C(NC2=NC=C(Cl)C(=N2)NCC3=CC(=CC(=C3F)OCCOCCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)F)C=N1,0
212,CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)CC1=CC=CC=C1)C(=O)NCCOCCOCCNC(=O)CO\N=C\2CCC(C)(C)C(=C2C)\C=C\C(C)=C\C=C\C(C)=C\C(O)=O,1
79,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C([N]1CC[C@@H](O)C[C@@H](O)CC(O)=O)C3=CC=C(F)C=C3)C4=CC=CC(=C4)OCCCC5=C[N](CCOCC#CC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)N=N5,0
148,CC1=NC(=CC(=N1)N2CCN(CCCCOC3=CC=C(C=C3)N=NC4=CC=C(C=C4)C(=O)NC5=CC=CC6=C5CN(C7CCC(=O)NC7=O)C6=O)CC2)NC8=NC=C(S8)C(=O)NC9=C(C)C=CC=C9Cl,1
626,COC1=CC(=CC(=C1CN2CCN(CCCCCOCCOCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)CC2)OC)C6=CN(C)C(=O)C7=CN=CC=C67,1
1187,BrC1=CC=C(SC2=CC=C3C(=C(C#N)C(=O)C4=CC=CC2=C34)NCCC(=O)NCCCCCC(=O)NCCCCCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)C=C1,0
624,COC1=CC(=CC(=C1CN2CCN(CCOCCOCCOCCOCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)CC2)OC)C6=CN(C)C(=O)C7=CN=CC=C67,0
133,CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)CCCC3=C[N](CCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)N=N3)NC7=NC=C(S7)C(=O)NC8=C(C)C=CC=C8Cl,0
1067,NC(=O)CC[C@H](NC(=O)[C@@H]1CC[C@@H]2CCN(CCCCCCC#CC3=CC=CC4=C3CN(C5CCC(=O)NC5=O)C4=O)C[C@H](NC(=O)C6=CC7=CC(=CC=C7[NH]6)C(F)(F)[P](O)(O)=O)C(=O)N12)C(=O)NC(C8=CC=CC=C8)C9=CC=CC=C9,1
408,CN(CCCNC1=NC(=NC=C1Br)NC2=CC=C(OCCCCOCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)C=C2)C(=O)C6CCC6,0
713,CC1=C(C=CC=C1COC2=CC(=C(CN3CCCCC3C(=O)NCCNC(=O)COCC(=O)NC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C=C2Cl)OCC7=CC=CC(=C7)C#N)C8=CC=CC=C8,0
507,CC1(C)CCC(=C(CN2CCN(CC2)C3=CC=C(C=C3)C(=O)N[S](=O)(=O)C4=CC=C(N[C@@H](CCN5CCN(CC5)C(=O)COCCOCCOCCOCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)CSC9=CC=CC=C9)C(=C4)[S](=O)(=O)C(F)(F)F)C1)C%10=CC=C(Cl)C=C%10,1
938,OC1=CC2=C(C=CC=C2)C(=C1)C3=C(F)C4=NC(=NC(=C4C=C3Cl)N5CCN(CC5)C(=O)C=C)NCCCN6CCN(CCCNC7=CC=CC8=C7C(=O)N(C9CCC(=O)NC9=O)C8=O)CC6,1
504,CC1(C)CCC(=C(CN2CCN(CC2)C3=CC=C(C=C3)C(=O)N[S](=O)(=O)C4=CC=C(N[C@@H](CCN5CCN(CCCCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)CC5)CSC9=CC=CC=C9)C(=C4)[S](=O)(=O)C(F)(F)F)C1)C%10=CC=C(Cl)C=C%10,1
715,CC1=C(C=CC=C1COC2=CC(=C(CN3CCCCC3C(=O)NCCNC(=O)CCCC(=O)NC4=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C4)C=C2Cl)OCC7=CC=CC(=C7)C#N)C8=CC=C9OCCOC9=C8,0
347,CC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(C)N=CS3)C(C)(C)SCCCCCCNC(=O)C[C@@H]4N=C(C5=CC=C(Cl)C=C5)C6=C(SC(=C6C)C)[N]7C(=NN=C47)C,1
386,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCC(=O)NCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,0
0,NC1=NC2=C(N=C[N]2[C@H]3O[C@@H](CO[P]([O-])(=O)NCCCCCC(=O)NC4=CC=CC5=C4CN(C6CCC(=O)NC6=O)C5=O)[C@H](O)[C@@H]3O)C(=O)N1,0
360,COC1=CC(=C(Cl)C=C1Cl)NC2=C3C=C(OC)C(=CC3=NC=C2C#N)OCCCN4CCN(CCCCCCOCCOCCOCCCCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC6=CC=C(C=C6)C7=C(C)N=CS7)C(C)(C)C)CC4,0
1167,FC1=CC=C(F)C(=C1)CNC2=NC(=NC=C2Cl)NC3=C[N](CCCCCCCCCC(=O)NC4=CC=CC5=C4CN(C6CCC(=O)NC6=O)C5=O)N=C3,0
475,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCOCCOCCOCCC(=O)NCCCOC(=O)NC(NC4=NC=CC=N4)C(Cl)(Cl)Cl)C(C)(C)C)C=C2,1
899,CN(C1=NC=CN=C1CNC2=NC(=NC=C2C(F)(F)F)NC3=CC=C(NC(=O)C4=C[N](CCOCCOCCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)C=C3)[S](C)(=O)=O,1
823,CC(C)[C@@H](C(=O)N1C[C@@H](O)C[C@@H]1C(=O)N[C@@H](CC(=O)N2CCN(CC2)C3=CC=C(C=C3)C(=O)NC4C(C)(C)C(OC5=CC=C(C#N)C(=C5)Cl)C4(C)C)C6=CC=CC=C6)C7=CC(=NO7)C,1
172,CC1=CC=C(NC(=O)C2=CC=C(CN3CCN(CCCCCCOCCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)CC3)C=C2)C=C1NC7=NC=CC(=N7)C8=CC=CN=C8,0
450,CCOC1=CC(=CC=C1C2=NC(C(N2C(=O)N3CCN(CC3)C(=O)CCC#CC4=CC=CC5=C4CN(C6CCC(=O)NC6=O)C5=O)C7=CC=C(Cl)C=C7)C8=CC=C(Cl)C=C8)C(C)(C)C,1
